COD_PERSONA,SEXO,PROCEDENCIA,RESIDENCIA,ESTADO_CIVIL,TIPO_COLEGIO,JALADOS,APROBADOS,BECA_VIGENTE,CANT_RESERVAS,COD_CURSO,COD_GRUPO,COD_PLAN,CREDITOS,EFICIENCIA_SEMESTRES,EXCESO_INASISTENCIA,HRS_INASISTENCIA,Q1_Nota_S,Q3_Nota_S,Q1_Obligatorio_S,Q3_Obligatorio_S,Q1_Electivo_S,Q3_Electivo_S,PONDERADO,PRCTJE_INASISTENCIA_CURSO,AVANCE_CREDITOS,Dropout,AGE
93,F,foreign,foreign,S,private,16,61,0,77,61,77,1,3.685994397759104,1.7000000000000015,1,4.590756302521008,12.136911764705884,13.646029411764705,12.08220588235294,13.566617647058823,12.88125,13.04375,12.763761038961029,7.703081232492997,218,0,29
99,M,local,local,S,private,0,61,0,0,61,61,1,3.6019047619047617,1.0,1,2.8600000000000003,15.19875,16.76,15.2365,16.69175,16.41,16.89,15.98572786885246,5.221659702132218,218,0,21
100,M,local,local,S,private,0,61,0,0,61,61,1,3.7744588744588734,1.1000000000000003,0,4.064935064935065,14.668181818181818,16.354772727272728,14.687727272727273,16.20340909090909,16.176666666666666,16.55,15.351929508196724,7.079650166077359,218,0,23
107,M,local,local,C,private,17,61,0,312,61,78,1,3.7943452380952394,1.5999999999999976,6,5.829761904761906,11.702031249999996,13.917812500000002,11.62890625,13.895625000000004,14.1325,14.3225,12.204383333333325,10.611854784648905,218,0,27
117,F,local,local,S,private,6,0,0,0,6,6,1,3.1666666666666665,1.0,0,0.0,0.45,1.9125,0.45,1.9125,0.45,1.9125,1.3633,0.0,0,1,18
120,M,local,local,S,private,9,10,0,19,12,19,1,3.783333333333333,2.0,1,9.416666666666666,8.579374999999999,11.84875,8.579374999999999,11.84875,8.579374999999999,11.84875,10.054847368421052,13.706140350877195,36,1,20
128,M,local,local,S,private,20,13,0,42,15,33,1,3.8384353741496597,3.9090909090909087,0,1.4095238095238096,7.11142857142857,11.471428571428573,7.11142857142857,11.471428571428573,7.11142857142857,11.471428571428573,8.714236363636363,1.8013468013468017,43,1,21
131,M,local,local,S,private,28,66,0,0,61,94,1,3.7800453514739223,1.913829787234045,3,5.97233560090703,11.137261904761903,12.938571428571427,11.011666666666665,12.913095238095238,13.42625,13.56875,11.58463191489362,10.407164047652163,232,1,24
144,M,local,local,S,private,7,18,0,0,20,25,1,3.935238095238096,1.6666666666666663,0,0.4857142857142857,9.9535,12.040499999999998,10.072500000000002,12.1505,10.8625,11.2875,10.645243999999998,1.333333333333333,62,1,19
145,M,local,local,S,public,37,63,0,100,64,100,1,3.9136904761904754,2.8000000000000047,9,12.070833333333335,10.71642857142857,12.811517857142858,10.592857142857145,12.572589285714288,12.707,13.473000000000004,11.265212000000005,16.276113562091506,226,0,28
160,F,foreign,local,S,private,1,22,0,69,23,23,1,3.85,1.0,0,1.1833333333333331,14.73875,16.330625,14.73875,16.330625,14.73875,16.330625,15.467969565217393,1.0929951690821256,83,1,20
161,M,foreign,local,S,public,18,61,0,0,61,79,1,3.7171679197994982,1.9000000000000028,2,4.4940476190476195,11.431184210526315,12.797894736842105,11.343947368421054,12.68421052631579,14.733333333333334,15.286666666666667,11.887296202531635,7.399349507735582,218,0,29
164,M,local,local,S,private,6,15,0,0,20,21,1,3.745833333333333,1.0,1,5.7125,9.638125,11.27,10.091875,11.281250000000002,10.4,10.4,11.089380952380948,5.817460317460317,54,1,19
165,M,local,local,S,public,24,61,0,0,61,85,1,3.712531328320802,1.9000000000000032,6,5.435087719298246,10.743026315789473,12.560263157894738,10.608421052631575,12.492105263157894,12.396875,12.500625,10.898882352941175,9.193315071126488,218,0,24
167,M,local,local,S,public,10,12,0,110,17,22,1,3.5380952380952384,2.0,2,6.25,8.89,12.29375,8.965625,12.35625,0.0,0.0,10.941859090909086,5.445075757575758,40,1,23
185,F,local,local,S,private,4,62,0,0,62,66,1,3.781684981684982,1.2999999999999985,0,4.816483516483517,12.881730769230769,14.328076923076924,12.787307692307696,14.149038461538463,15.34625,15.833750000000002,13.416365151515162,8.088006288373935,221,0,22
199,M,local,local,C,public,11,11,0,120,14,22,2,3.2692307692307687,5.477272727272728,6,9.307692307692307,9.66576923076923,10.480384615384617,10.03375,10.86625,9.225,9.225,10.114327272727273,17.869875222816397,36,1,34
204,F,local,foreign,C,private,0,61,0,0,61,61,1,3.6019047619047617,1.0,0,1.7252380952380952,14.54225,16.05525,14.591250000000002,16.01525,15.490833333333333,15.925833333333333,15.313560655737692,3.2581297546340937,218,0,22
209,M,local,local,S,public,2,62,0,0,62,64,1,3.6705627705627695,1.1000000000000003,0,4.126839826839826,13.844090909090907,16.19,13.985227272727276,16.162727272727274,14.401666666666667,14.73,14.881565624999995,6.549479166666666,222,0,24
216,F,local,local,S,private,6,17,0,0,19,23,1,4.05,1.6666666666666667,0,3.2166666666666672,10.3705,12.142000000000001,10.3705,12.142000000000001,10.3705,12.142000000000001,10.907539130434783,4.556159420289855,61,1,18
229,M,foreign,local,C,private,17,44,0,61,49,61,1,3.839965986394558,2.0,5,5.323469387755101,11.28125,13.30642857142857,11.37910714285714,13.356428571428573,10.8875,12.4625,11.955547540983611,9.5073931211829,153,1,29
240,M,local,local,S,private,32,61,0,93,61,93,1,3.7641774891774897,2.199999999999997,12,9.187770562770565,10.607045454545457,12.52318181818182,10.578522727272727,12.450909090909093,12.49625,12.73625,11.310374193548384,16.071025722116808,218,0,28
244,M,local,local,S,public,10,18,0,0,24,28,1,3.96,1.6666666666666663,1,7.24,9.343500000000002,12.5185,9.343500000000002,12.5185,9.343500000000002,12.5185,10.944575,9.112103174603176,66,1,19
246,M,local,local,S,private,0,10,0,30,10,10,1,3.5,1.0,0,0.0,13.635,15.685,13.4725,15.857500000000002,13.2575,13.8725,14.247649999999998,0.0,35,1,21
266,M,local,local,S,private,44,44,0,0,46,88,1,3.4834586466165414,2.7196969696969733,21,13.536215538847115,10.271184210526316,12.318421052631574,10.17157894736842,12.270263157894735,10.366666666666664,10.366666666666664,10.504303409090909,21.406574940582303,161,1,29
280,M,local,local,S,private,9,3,0,0,8,12,1,3.6666666666666665,2.0,0,2.75,6.7275,10.4525,7.07625,10.54,1.8,1.8,8.4575,3.648148148148149,8,1,18
285,M,local,foreign,S,private,21,61,0,0,62,82,1,3.930119047619048,2.0,4,6.498333333333332,10.619875000000002,12.494125000000002,10.591250000000002,12.316375000000004,11.54,11.728,11.222953658536587,8.339834409373506,218,0,27
286,F,local,local,S,private,6,34,0,0,34,40,1,3.6766666666666663,1.0,0,1.6800000000000002,12.0395,13.7565,12.1035,13.52525,13.0825,13.0825,12.692697500000007,3.927951388888888,122,0,33
295,M,local,local,S,private,37,18,0,27,22,55,2,3.8891941391941387,4.872727272727274,19,18.404578754578754,6.745,10.290961538461538,7.073846153846153,10.027115384615383,6.094375,7.433124999999999,7.6743345454545375,26.700920974450394,60,1,22
320,M,local,local,S,public,7,61,0,0,61,68,1,3.6729166666666666,1.5999999999999979,3,3.5360119047619047,12.956875,14.3928125,12.88765625,14.093906250000002,13.933000000000002,13.982999999999999,12.97641176470588,6.815996251441753,218,0,24
326,M,foreign,local,S,private,14,4,0,0,13,18,2,3.5174603174603174,1.0,0,3.333333333333333,7.2733333333333325,9.6575,7.2733333333333325,9.6575,7.2733333333333325,9.6575,7.573105555555558,4.0509259259259265,13,1,25
327,F,local,local,S,public,20,34,0,54,42,54,1,3.838571428571429,1.6666666666666674,3,4.774285714285715,9.20325,11.614999999999998,9.07375,11.59325,14.83,14.83,10.28703333333333,7.589717985959816,122,1,21
331,M,local,local,S,private,0,35,0,0,35,35,1,3.6336734693877553,0.6999999999999996,0,1.2948979591836731,14.561785714285715,16.244285714285713,14.568214285714285,16.244285714285713,15.8625,15.8625,15.378628571428573,1.9464285714285716,125,0,27
355,M,local,local,S,private,29,30,0,59,37,59,1,3.8114285714285714,3.0,5,5.633333333333334,9.592833333333333,11.724333333333336,9.532999999999998,11.732499999999998,10.966666666666667,10.966666666666667,10.028872881355934,8.428672316384183,103,1,27
388,F,local,local,S,private,8,61,0,138,61,69,1,3.631746031746032,1.5,6,4.809841269841269,13.177833333333332,14.775166666666665,13.060166666666667,14.646833333333335,15.159166666666666,16.1775,13.605494202898544,9.41973532569227,218,0,23
409,M,local,local,S,private,24,61,0,0,61,85,1,3.95124716553288,2.0999999999999965,7,5.684013605442178,12.03845238095238,13.625714285714285,11.801904761904762,13.551904761904767,15.0125,15.1775,11.641440000000005,11.318114827630398,218,0,24
425,F,local,local,S,private,1,57,0,0,57,58,1,3.585238095238096,1.1111111111111125,0,3.787142857142858,13.870999999999999,15.373500000000002,13.94375,15.1735,14.648333333333332,14.711666666666664,14.538284482758614,5.7840672188415585,204,1,21
441,F,local,local,S,private,20,33,0,0,36,53,1,4.025757575757575,1.8333333333333324,2,5.728787878787879,10.928636363636363,13.035454545454547,10.858636363636363,12.981590909090908,14.49,14.49,11.425637735849064,8.3791157972623,120,1,23
444,M,foreign,local,S,private,7,12,0,0,16,19,1,3.713333333333333,2.5,0,0.0,10.201,12.0265,10.201,12.0265,10.201,12.0265,10.62435789473684,0.0,43,1,19
525,F,local,local,C,private,0,34,0,34,34,34,1,3.5125,0.8000000000000004,0,2.058333333333333,12.94875,14.809375,12.7875,14.4765625,14.963333333333333,14.963333333333333,13.671755882352945,3.939950980392157,122,0,26
539,M,local,local,S,private,0,37,0,138,37,37,2,3.8452380952380953,1.7747747747747753,0,11.107142857142858,14.246785714285718,15.352678571428573,14.39346153846154,15.479807692307695,15.15,15.15,15.173213513513515,12.795700111876581,138,1,33
544,F,local,local,S,private,15,61,0,0,61,76,1,3.697916666666667,1.5999999999999976,4,3.2633928571428568,11.95328125,13.3115625,11.9203125,13.2725,13.27,13.27,11.982449999999998,5.680792053663571,218,0,24
559,M,local,local,S,private,7,12,0,76,16,19,1,3.325,3.0,4,6.458333333333332,9.04875,10.312083333333334,8.730833333333333,10.099583333333333,9.25,10.3,9.785678947368421,12.010233918128655,41,1,31
563,M,foreign,local,S,private,24,56,0,320,60,80,1,3.5274943310657596,2.333333333333335,7,7.604308390022675,10.22904761904762,12.993571428571427,9.746375,12.65525,11.883333333333333,11.883333333333333,11.370629999999993,10.6804789624183,195,1,30
573,F,local,local,S,public,18,17,0,70,22,35,1,3.9625,2.6666666666666674,5,8.304166666666667,9.370937499999998,11.3271875,9.316249999999998,10.9934375,11.93,11.93,9.662071428571428,11.24404761904762,62,1,22
577,M,local,local,S,private,29,42,0,0,46,71,1,3.872619047619049,2.2857142857142865,3,7.8705357142857135,10.24671875,12.32578125,10.13265625,12.246875,12.5825,12.7435,10.975846478873247,15.675764828623155,142,1,24
580,F,local,local,S,public,0,56,0,224,56,56,1,3.602645502645503,1.0,0,4.406349206349208,14.013611111111109,15.945,13.975,15.786944444444444,17.5075,17.7625,14.882082142857136,6.985804738562093,200,1,21
583,M,local,local,S,private,12,4,0,6,13,16,2,3.5666666666666664,1.9375,4,28.6,2.2775,5.2269999999999985,2.3310000000000004,5.280499999999999,0.45,0.45,5.1417937500000015,19.145220588235293,11,1,31
591,M,local,local,S,public,31,33,0,0,34,64,1,3.707792207792208,1.8333333333333333,7,8.13030303030303,8.736590909090909,10.653181818181816,8.778636363636362,10.667272727272726,6.8375,9.7125,9.335429687499998,10.696710324754902,122,1,25
592,F,local,local,S,private,14,61,0,225,61,75,1,3.8476190476190473,1.7000000000000022,0,5.207563025210083,12.409117647058823,14.379852941176472,12.253823529411767,14.289705882352939,14.261875,14.305625,12.771927999999994,7.444489832970224,218,0,26
622,M,foreign,local,S,public,6,0,0,0,6,6,1,3.6666666666666665,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,21
626,M,local,local,S,private,10,19,0,0,22,29,1,3.5555555555555562,1.6091954022988513,3,9.0,10.105833333333333,13.1,10.07875,13.04125,15.33,15.33,11.472524137931035,12.580713319810686,61,1,25
631,M,local,local,S,public,17,61,0,78,61,78,1,3.928344671201815,2.0999999999999965,3,4.546485260770975,11.655952380952378,12.927261904761902,11.663095238095238,12.903214285714286,12.670000000000002,14.0325,12.357285897435904,8.160612535612533,218,0,26
634,M,local,local,S,private,65,51,0,20,55,116,3,3.6676190476190484,2.8491379310344804,4,10.000952380952384,9.576285714285714,11.531214285714285,9.576285714285714,11.531214285714285,9.576285714285714,11.531214285714285,9.94350086206897,13.704428131405821,188,1,37
638,F,local,local,S,private,4,62,0,132,62,66,1,3.882312925170068,1.4000000000000012,0,4.826360544217686,12.923749999999995,14.868392857142856,12.983928571428569,14.704464285714286,14.578124999999998,14.729375,14.148809090909095,7.250600366409187,222,0,24
650,F,local,local,S,public,0,33,0,0,33,33,1,3.86904761904762,0.6999999999999996,0,1.3095238095238095,15.264642857142858,16.353214285714287,15.356785714285715,16.323928571428574,15.51,15.51,15.743933333333333,2.104377104377104,119,0,25
659,M,foreign,local,S,private,8,4,0,0,9,12,1,4.288888888888889,3.0,0,0.0,4.9,6.504166666666667,4.9,6.504166666666667,4.9,6.504166666666667,7.810208333333333,0.0,12,1,18
680,M,local,local,S,private,15,10,0,0,16,25,1,3.327380952380953,1.0,3,9.571428571428571,7.475625,10.34125,7.306249999999999,10.111875,9.07,9.07,8.55464,17.655555555555555,32,1,23
690,M,local,local,S,private,32,29,0,0,35,61,1,3.9055555555555563,3.0,6,10.41111111111111,9.961333333333332,11.798666666666668,9.951999999999998,11.759166666666667,13.36,13.36,10.398781967213116,14.452826440230007,107,1,23
691,M,local,local,S,private,8,5,0,0,11,13,1,3.3095238095238093,2.0,0,0.0,6.96375,12.472499999999998,6.2700000000000005,10.86,14.9,14.9,9.40443076923077,0.0,14,1,18
701,M,foreign,local,S,private,21,12,0,0,18,33,1,3.8428571428571434,3.5,4,8.971428571428572,8.308214285714287,10.614999999999998,8.308214285714287,10.614999999999998,8.308214285714287,10.614999999999998,9.01827575757576,10.824915824915829,43,1,20
708,M,local,local,S,private,16,62,0,546,62,78,1,4.072681704260652,1.9000000000000028,3,5.135964912280701,10.09328947368421,11.79,10.093026315789476,11.608552631578947,13.870833333333335,13.870833333333335,11.72506538461538,4.623633107088988,221,0,30
709,M,local,local,S,private,17,8,0,0,14,25,1,3.693333333333333,5.0,1,8.666666666666668,8.357999999999999,11.3465,8.806500000000002,11.429,2.94,2.94,9.157004,11.213333333333333,30,1,21
717,M,local,local,S,private,7,16,0,0,17,23,1,4.0,1.6666666666666667,0,0.0,11.041999999999998,12.6815,11.041999999999998,12.6815,11.041999999999998,12.6815,11.287721739130435,0.0,58,1,19
738,M,local,local,S,private,6,62,0,0,62,68,1,3.6796626984126974,1.2000000000000015,3,6.862499999999998,13.571666666666667,15.163333333333336,13.725,15.274166666666664,14.19875,14.69625,14.326494117647073,11.843623846597461,221,0,21
745,M,local,local,C,private,9,33,0,588,34,42,1,4.05,2.0,1,4.6,12.27625,13.090125,12.274,12.913374999999998,13.306666666666667,13.306666666666667,12.504549999999995,4.603466386554622,119,0,36
757,M,local,local,S,private,19,9,0,0,10,28,1,4.2904761904761894,3.821428571428572,0,9.523809523809524,8.562142857142858,10.535357142857142,8.509642857142861,10.3425,12.7,12.7,8.620203571428574,7.390873015873015,31,1,20
761,M,local,local,S,private,9,56,0,130,58,65,1,3.704081632653061,1.5555555555555567,1,3.0884353741496597,11.658749999999998,12.993392857142856,11.596730769230769,12.952692307692304,13.797999999999998,13.797999999999998,12.258127692307689,4.434200603318251,198,1,24
768,F,local,local,S,private,45,65,0,0,73,110,3,3.5204585537918867,1.8445454545454527,10,9.533774250440919,9.828796296296296,13.04611111111111,9.737592592592593,12.61074074074074,12.474285714285712,12.474285714285712,11.047282727272728,13.243897306397306,222,1,35
800,M,local,local,S,public,16,12,0,0,18,28,1,3.7,2.5,4,7.5,7.362999999999999,9.9725,7.359,9.9365,14.65,14.65,8.294299999999998,10.685763888888888,40,1,23
813,F,local,local,S,private,12,26,0,0,29,38,1,3.925,2.0,0,1.5833333333333333,10.7178125,13.3975,10.6715625,13.305625,15.2,15.2,11.4361,2.72843567251462,92,1,19
818,F,local,local,S,private,8,5,0,0,10,13,1,3.3095238095238093,2.0,0,0.0,9.13,11.765,9.04,11.1575,14.46,14.46,10.244553846153849,0.0,13,1,17
833,M,foreign,local,S,private,9,13,0,0,14,22,1,3.645833333333333,2.0,0,5.041666666666667,9.67625,11.92125,9.67625,11.92125,9.67625,11.92125,10.723054545454543,5.857007575757577,47,1,18
883,F,local,local,S,public,8,11,0,19,13,19,1,4.0,2.0,0,0.0,8.488125,12.546875,8.488125,12.546875,8.488125,12.546875,8.863494736842108,0.0,37,1,20
884,M,local,local,S,public,16,62,0,0,62,78,1,3.7357142857142858,1.7999999999999992,1,5.301455026455027,11.578333333333335,12.93638888888889,11.425000000000004,12.815833333333336,12.986666666666665,12.986666666666665,11.953215384615385,10.364417490642976,220,0,30
886,F,local,local,S,public,35,62,0,1649,63,97,1,3.992364532019705,2.900000000000001,7,13.391050903119867,9.218017241379313,10.780862068965519,9.443303571428572,10.973392857142857,9.925833333333333,10.9275,10.133120618556699,12.07198386227343,220,0,37
887,M,local,local,S,private,8,61,0,69,62,69,1,3.8204081632653057,1.4000000000000017,0,1.9047619047619049,11.95125,13.053928571428573,11.933035714285715,13.048928571428574,12.39,13.085,12.365284057971015,4.248691626409018,218,0,23
898,M,local,local,S,private,15,14,0,0,18,29,1,4.166666666666667,3.5,0,3.8,7.7996428571428575,10.312857142857142,7.7996428571428575,10.312857142857142,7.7996428571428575,10.312857142857142,8.441734482758623,3.8362068965517246,48,1,21
899,F,local,local,S,private,6,33,0,195,34,39,1,3.8705882352941177,1.7000000000000008,1,5.166666666666666,12.283676470588233,13.16029411764706,12.2425,12.977352941176472,14.296666666666667,14.296666666666667,13.552256410256406,6.925381263616557,116,1,32
942,F,local,local,S,private,11,58,0,276,61,69,1,3.77069597069597,1.4444444444444433,2,3.212087912087912,12.00942307692308,13.499038461538465,11.92692307692308,13.49519230769231,13.166666666666664,14.236666666666665,12.990176811594191,5.717414985317799,205,1,23
953,M,local,local,S,private,5,61,0,0,61,66,1,3.7145833333333336,1.2000000000000015,2,2.5456349206349205,13.266041666666665,14.979375000000005,13.155625,14.814375,14.685,15.126666666666665,13.811010606060591,4.601220538720539,218,0,26
955,F,local,local,S,private,0,62,0,0,62,62,1,3.6090476190476184,1.0,1,4.719047619047619,13.79925,15.770500000000002,13.8345,15.689000000000002,14.948333333333332,16.123333333333335,14.73488387096774,7.963149641577059,222,0,21
956,F,local,local,S,public,22,61,0,0,61,83,1,3.7659147869674183,1.9000000000000032,14,8.118671679197996,10.935000000000002,12.651052631578946,10.888684210526318,12.58,13.945,14.188333333333333,11.439625301204819,16.294508097750473,218,0,23
966,M,local,local,S,private,29,49,0,0,48,78,1,3.801754385964912,2.368131868131865,12,10.740350877192984,10.770526315789473,12.598684210526313,10.707763157894737,12.582894736842105,13.376666666666665,13.376666666666665,11.189521794871792,16.16748889726831,172,1,26
969,M,local,local,S,public,10,11,0,15,13,21,1,3.4690476190476187,1.3571428571428572,1,8.726190476190476,9.4125,12.68375,9.4125,12.68375,9.4125,12.68375,10.545176190476187,12.261904761904766,38,1,21
973,F,local,local,S,private,1,61,0,0,61,62,1,3.5471861471861468,1.1000000000000003,0,1.4948051948051948,14.817045454545456,16.478636363636365,14.85340909090909,16.38909090909091,15.956666666666667,17.283333333333335,15.45457741935484,2.793458781362007,218,0,21
974,F,foreign,local,S,private,2,4,0,0,6,6,1,3.6666666666666665,1.0,0,0.0,9.07,11.8875,9.07,11.8875,9.07,11.8875,10.1564,0.0,12,1,17
984,M,local,local,S,public,21,61,0,82,61,82,1,4.019799498746867,1.9000000000000032,11,7.918796992481202,10.489736842105264,12.45065789473684,10.468421052631578,12.35736842105263,12.955,13.48375,11.424502439024394,12.459050693448114,218,0,24
1000,M,local,local,S,public,26,12,0,8,20,38,2,3.4857142857142853,1.631578947368421,6,13.857142857142858,4.8042857142857125,8.463571428571429,4.772142857142859,8.43142857142857,3.89,3.89,7.0432263157894734,13.725060199518405,47,1,28
1001,M,local,local,S,public,9,24,0,0,26,33,1,3.75,1.5,1,8.722222222222221,11.607916666666664,13.947083333333332,11.575416666666667,14.037083333333333,11.86,11.86,12.575563636363631,9.376052188552187,84,1,21
1012,F,local,local,S,private,3,35,0,0,35,38,1,3.7354166666666666,0.8000000000000004,0,3.025,12.057187499999998,14.099687500000002,11.971875,13.6234375,15.4025,15.4025,13.124349999999994,5.41483918128655,125,0,24
1022,M,local,local,S,private,32,62,0,0,62,94,1,3.748866213151927,2.0999999999999965,8,5.848639455782312,11.201666666666668,13.133571428571427,11.190833333333336,13.09595238095238,10.301666666666668,13.688333333333333,11.41826063829787,10.12302704769851,220,0,26
1024,M,local,local,S,private,4,2,0,6,6,6,1,3.6666666666666665,1.0,0,0.0,7.785,10.1825,7.785,10.1825,7.785,10.1825,8.9627,0.0,7,1,18
1036,M,local,local,S,public,2,61,0,189,61,63,1,3.821031746031746,1.2000000000000015,2,4.214285714285714,14.392083333333332,15.322291666666667,14.418333333333333,15.363125000000002,14.375,14.655,14.396993650793648,6.360268181346612,218,0,23
1047,M,local,local,S,private,13,11,0,48,16,24,1,3.966666666666667,3.0,1,7.433333333333334,7.42625,9.996666666666664,7.411666666666666,9.850416666666666,11.55,11.55,9.024679166666667,3.7442129629629632,38,1,20
1049,M,local,foreign,S,private,1,61,0,62,61,62,1,3.638095238095238,1.1000000000000003,0,6.890043290043291,13.342727272727275,14.89068181818182,13.303863636363635,14.93659090909091,15.099166666666667,15.950833333333335,14.281745161290324,12.181218813690345,218,0,22
1071,F,local,local,S,private,20,63,0,0,63,83,1,3.8128117913832194,2.0999999999999965,2,10.941496598639457,11.204761904761904,12.657619047619047,11.189285714285711,12.485238095238097,14.310625,15.219375,12.298072289156616,9.110626164789878,224,0,27
1087,F,local,local,S,private,31,61,0,0,61,92,1,4.104120879120878,2.599999999999996,3,6.941758241758242,10.8775,12.701538461538465,10.665,12.568557692307689,13.7925,14.0825,11.262159782608688,11.3295680591077,218,0,26
1092,F,local,local,S,private,5,7,0,0,11,12,1,3.6666666666666665,2.0,0,0.0,9.97,12.5375,9.97,12.5375,9.97,12.5375,10.60475,0.0,25,1,18
1096,F,local,local,S,private,19,52,0,340,50,71,1,3.6355889724310777,1.5366197183098582,3,6.727318295739349,9.801052631578944,12.043815789473689,9.5975,11.74434210526316,14.929375,15.148125,11.50378028169015,10.300293043665038,182,1,34
1097,F,local,local,S,private,31,61,0,0,61,92,1,4.102095238095238,2.5,10,6.7266666666666675,9.607099999999997,11.828599999999994,9.4495,11.618599999999995,11.851666666666668,11.851666666666668,10.238658695652168,8.349665802311263,218,0,27
1118,F,local,local,S,public,11,19,0,0,21,30,1,3.8722222222222222,2.0,0,6.622222222222222,10.597499999999998,12.88875,10.492083333333332,12.707499999999998,16.61,16.61,11.59826333333333,6.535879629629629,68,1,22
1122,F,local,local,S,private,6,18,0,24,21,24,1,3.6666666666666665,1.3333333333333328,0,1.6666666666666667,10.060624999999998,12.74375,10.060624999999998,12.74375,10.060624999999998,12.74375,11.325675000000002,2.2320601851851856,63,1,19
1124,M,local,local,S,private,18,63,0,0,63,81,1,3.8675,2.0,1,3.9708333333333328,11.705125,13.351999999999995,11.505375,13.1755,13.47625,14.29875,12.029481481481481,6.8216432663600415,223,0,25
1127,F,local,local,S,private,7,61,0,68,61,68,1,3.8346938775510218,1.4000000000000012,2,3.592517006802721,12.788392857142856,14.342857142857143,12.781428571428568,14.3,13.521666666666668,14.128333333333336,13.230436764705882,6.450818194925028,218,0,22
1140,F,foreign,local,S,private,30,61,0,0,62,91,1,3.966045548654244,2.300000000000004,0,7.8284679089026925,10.857934782608694,12.463369565217393,10.75413043478261,12.400434782608695,13.251666666666667,13.251666666666667,11.296412087912087,10.654462869960604,218,0,26
1164,M,local,local,S,private,20,14,0,0,14,34,1,3.7222222222222214,2.0,2,8.805555555555555,6.997083333333332,10.232083333333334,6.955416666666667,10.115833333333333,11.2,11.2,8.574276470588233,10.727532679738562,44,1,20
1175,F,local,local,S,private,3,37,0,80,37,40,1,3.793589743589744,1.2999999999999992,0,3.8256410256410267,13.790000000000004,15.017692307692311,13.666730769230773,14.950192307692307,16.9,16.9,14.445789999999995,6.624795751633988,134,0,27
1189,M,local,local,S,public,6,40,0,92,42,46,2,3.468888888888889,1.681159420289855,1,8.544444444444446,12.304666666666668,13.592833333333333,12.248833333333335,13.345666666666665,14.358333333333333,14.635,12.632591304347827,11.386165577342044,135,1,32
1191,F,local,local,S,public,20,62,0,0,62,82,1,3.9251082251082257,2.199999999999998,0,3.0536796536796533,12.079659090909088,13.614431818181815,12.139204545454545,13.47590909090909,13.089499999999996,13.3285,12.366204878048775,4.942176125192623,220,0,24
